FrequeE-9cy(Hz)	Temperature(C)	D-Factor(D)	CapacitaE-9ce(F)	ImpedaE-9ce(Ohm)
200000	124	0.045570	0.320929n	2.477027K
200000	126	0.046273	0.316013n	2.515479K
200000	128	0.046824	0.310995n	2.555992K
200000	130	0.059351	0.305938n	2.596583K
200000	132	0.046857	0.301703n	2.634717K
200000	134	0.046554	0.297314n	2.673650K
200000	136	0.045956	0.292900n	2.714018K
200000	138	0.045470	0.288777n	2.752828K
200000	140	0.042223	0.284713n	2.792522K
200000	142	0.041431	0.280671n	2.832825K
200000	144	0.040983	0.276814n	2.872348K
200000	146	0.040147	0.273020n	2.912372K
200000	148	0.039993	0.269343n	2.952139K
200000	150	0.051248	0.265325n	2.995351K
200000	152	0.060148	0.261525n	3.037345K
200000	154	0.068147	0.257848n	3.079091K
200000	156	0.068185	0.254405n	3.120735K
200000	158	0.071067	0.251125n	3.160890K
200000	160	0.085369	0.247272n	3.206603K
200000	162	0.083854	0.244266n	3.246439K
200000	164	0.077804	0.241447n	3.285912K
200000	166	0.069822	0.238871n	3.323292K
200000	168	0.060535	0.236210n	3.362766K
200000	170	0.052371	0.233649n	3.401185K
200000	172	0.045631	0.231031n	3.440851K
200000	174	0.039363	0.228463n	3.480465K
200000	176	0.035052	0.225837n	3.521500K
200000	178	0.031205	0.223325n	3.561562K
200000	180	0.027988	0.220800n	3.602649K
200000	182	0.025474	0.218300n	3.644148K
200000	184	0.023558	0.215929n	3.684322K
200000	186	0.021740	0.213516n	3.726124K
200000	188	0.020381	0.211182n	3.767410K
200000	190	0.019253	0.208887n	3.808890K
200000	192	0.018273	0.206657n	3.850062K
200000	194	0.017368	0.204452n	3.891641K
200000	196	0.016589	0.202344n	3.932241K
200000	198	0.016045	0.200186n	3.974658K
200000	200	0.015481	0.198120n	4.016148K
250000	26	0.084481	1.147191n	552.967700
250000	28	0.084486	1.115466n	568.684200
250000	30	0.086059	1.088891n	582.507400
250000	32	0.064380	1.060890n	598.841000
250000	34	0.057067	1.024201n	620.566500
250000	36	0.051056	0.996343n	638.126000
250000	38	0.051036	0.962707n	660.420700
250000	40	0.050477	0.931467n	682.590200
250000	42	0.049679	0.900123n	706.387100
250000	44	0.049208	0.869702n	731.113500
250000	46	0.050341	0.840671n	756.318100
250000	48	0.049660	0.811928n	783.118200
250000	50	0.051420	0.784830n	810.084900
250000	52	0.052264	0.758088n	838.623400
250000	54	0.049857	0.734194n	866.023100
250000	56	0.050348	0.709857n	895.694900
250000	58	0.051924	0.687398n	924.886200
250000	60	0.052061	0.665972n	954.631800
250000	62	0.053269	0.645524n	984.809000
250000	64	0.053001	0.625661n	1.016090K
250000	66	0.052406	0.608129n	1.045420K
250000	68	0.050185	0.590989n	1.075856K
250000	70	0.050320	0.573486n	1.108685K
250000	72	0.049789	0.557417n	1.140675K
250000	74	0.051096	0.541376n	1.174394K
250000	76	0.048916	0.526639n	1.207393K
250000	78	0.048812	0.512370n	1.241020K
250000	80	0.041129	0.498874n	1.275035K
250000	82	0.039857	0.486134n	1.308517K
250000	84	0.039540	0.474233n	1.341370K
250000	86	0.039482	0.462388n	1.375732K
250000	88	0.039545	0.452045n	1.407210K
250000	90	0.037363	0.441035n	1.442461K
250000	92	0.037723	0.431974n	1.472697K
250000	94	0.037304	0.422456n	1.505900K
250000	96	0.036960	0.413373n	1.539009K
250000	98	0.038299	0.405170n	1.570091K
250000	100	0.039181	0.396593n	1.603989K
250000	102	0.039705	0.389095n	1.634867K
250000	104	0.039039	0.381520n	1.667372K
250000	106	0.041655	0.374347n	1.699142K
250000	108	0.046584	0.367065n	1.732473K
250000	110	0.046356	0.360548n	1.763805K
250000	112	0.047420	0.354045n	1.796112K
250000	114	0.047767	0.348063n	1.826951K
250000	116	0.048877	0.342134n	1.858516K
250000	118	0.050212	0.336372n	1.890229K
250000	120	0.051300	0.330760n	1.922182K
250000	122	0.053161	0.325390n	1.953736K
250000	124	0.054901	0.320128n	1.985654K
250000	126	0.055868	0.315225n	2.016429K
250000	128	0.056717	0.310224n	2.048841K
250000	130	0.073542	0.304895n	2.082485K
250000	132	0.056687	0.300952n	2.111940K
250000	134	0.056535	0.296610n	2.142900K
250000	136	0.055993	0.292176n	2.175502K
250000	138	0.055301	0.288114n	2.206236K
250000	140	0.051268	0.284133n	2.237623K
250000	142	0.050426	0.280066n	2.270237K
250000	144	0.049807	0.276270n	2.301481K
250000	146	0.048940	0.272496n	2.333466K
250000	148	0.048773	0.268862n	2.365029K
250000	150	0.062968	0.264701n	2.400312K
250000	152	0.074077	0.260750n	2.434818K
250000	154	0.083952	0.256931n	2.469102K
250000	156	0.084026	0.253515n	2.502383K
250000	158	0.087519	0.250187n	2.534894K
250000	160	0.104924	0.246026n	2.573455K
250000	162	0.103236	0.243088n	2.605060K
250000	164	0.095656	0.240419n	2.635935K
250000	166	0.085884	0.238014n	2.664895K
250000	168	0.074238	0.235546n	2.695300K
250000	170	0.064333	0.233132n	2.725097K
250000	172	0.055912	0.230600n	2.756388K
250000	174	0.048153	0.228118n	2.787520K
250000	176	0.042820	0.225535n	2.820124K
250000	178	0.037939	0.223070n	2.851842K
250000	180	0.034061	0.220581n	2.884429K
250000	182	0.030867	0.218098n	2.917571K
250000	184	0.028460	0.215760n	2.949401K
250000	186	0.026203	0.213341n	2.983036K
250000	188	0.024422	0.211021n	3.015957K
250000	190	0.022907	0.208728n	3.049197K
250000	192	0.021756	0.206504n	3.082123K
250000	194	0.020587	0.204304n	3.115385K
250000	196	0.019610	0.202196n	3.147923K
250000	198	0.018858	0.200047n	3.181790K
250000	200	0.018179	0.197976n	3.215113K
300000	26	0.098474	1.141210n	462.634800
300000	28	0.098475	1.110955n	475.224900
300000	30	0.100635	1.084324n	486.800200
300000	32	0.074777	1.057896n	500.087000
300000	34	0.066025	1.021660n	518.139800
300000	36	0.058960	0.994146n	532.714800
300000	38	0.059039	0.960617n	551.306400
300000	40	0.058417	0.929486n	569.790800
300000	42	0.057529	0.898235n	589.645700
300000	44	0.057051	0.867907n	610.268600
300000	46	0.058393	0.838908n	631.312700
300000	48	0.057664	0.810279n	653.647000
300000	50	0.059694	0.783214n	676.153800
300000	52	0.060806	0.756419n	700.061400
300000	54	0.057977	0.732722n	722.822500
300000	56	0.058584	0.708415n	747.596100
300000	58	0.060492	0.685976n	771.963200
300000	60	0.060701	0.664609n	796.772300
300000	62	0.062097	0.644163n	821.991000
300000	64	0.061806	0.624357n	848.080900
300000	66	0.061142	0.606896n	872.520500
300000	68	0.058420	0.589846n	897.881100
300000	70	0.058578	0.572355n	925.312800
300000	72	0.057906	0.556330n	952.005700
300000	74	0.059522	0.540306n	980.145600
300000	76	0.056923	0.525646n	1.007635K
300000	78	0.056744	0.511408n	1.035699K
300000	80	0.047556	0.498053n	1.063979K
300000	82	0.045998	0.485346n	1.091914K
300000	84	0.045624	0.473474n	1.119312K
300000	86	0.045501	0.461650n	1.147986K
300000	88	0.045622	0.451299n	1.174312K
300000	90	0.042948	0.440334n	1.203694K
300000	92	0.043372	0.431264n	1.228989K
300000	94	0.042861	0.421770n	1.256677K
300000	96	0.042438	0.412688n	1.284359K
300000	98	0.044021	0.404484n	1.310319K
300000	100	0.045091	0.395893n	1.338693K
300000	102	0.045695	0.388395n	1.364498K
300000	104	0.044882	0.380832n	1.391644K
300000	106	0.048136	0.373638n	1.418229K
300000	108	0.053941	0.366291n	1.446243K
300000	110	0.053789	0.359798n	1.472358K
300000	112	0.054989	0.353275n	1.499440K
300000	114	0.055422	0.347302n	1.525189K
300000	116	0.056790	0.341407n	1.551414K
300000	118	0.058405	0.335617n	1.578037K
300000	120	0.059771	0.330015n	1.604691K
300000	122	0.066880	0.324600n	1.631222K
300000	124	0.064207	0.319340n	1.657875K
300000	126	0.065394	0.314434n	1.683617K
300000	128	0.066499	0.309437n	1.710686K
300000	130	0.086794	0.303792n	1.739790K
300000	132	0.066861	0.300204n	1.763259K
300000	134	0.066344	0.295884n	1.789045K
300000	136	0.065759	0.291521n	1.815902K
300000	138	0.065094	0.287448n	1.841717K
300000	140	0.060337	0.283538n	1.867665K
300000	142	0.059301	0.279546n	1.894451K
300000	144	0.058665	0.275731n	1.920733K
300000	146	0.057587	0.271994n	1.947236K
300000	148	0.057503	0.268352n	1.973686K
300000	150	0.074755	0.263994n	2.003987K
300000	152	0.087897	0.259905n	2.033389K
300000	154	0.100200	0.255891n	2.062905K
300000	156	0.099702	0.252520n	2.090542K
300000	158	0.104007	0.249123n	2.118139K
300000	160	0.124087	0.244638n	2.152073K
300000	162	0.122086	0.241737n	2.178416K
300000	164	0.113039	0.239253n	2.203328K
300000	166	0.101703	0.237062n	2.226395K
300000	168	0.087906	0.234806n	2.250691K
300000	170	0.076087	0.232539n	2.274813K
300000	172	0.066107	0.230142n	2.300131K
300000	174	0.056875	0.227742n	2.325695K
300000	176	0.050540	0.225234n	2.352397K
300000	178	0.044709	0.222795n	2.378799K
300000	180	0.040023	0.220346n	2.405718K
300000	182	0.036250	0.217895n	2.433137K
300000	184	0.033348	0.215562n	2.459721K
300000	186	0.030599	0.213168n	2.487566K
300000	188	0.028470	0.210865n	2.514887K
300000	190	0.026698	0.208589n	2.542455K
300000	192	0.025250	0.206365n	2.569951K
300000	194	0.023817	0.204174n	2.597624K
300000	196	0.022632	0.202066n	2.624792K
300000	198	0.021714	0.199928n	2.652915K
300000	200	0.020856	0.197860n	2.680682K
350000	26	0.112524	1.136490n	397.604700
350000	28	0.112339	1.104791n	409.013100
350000	30	0.114952	1.078131n	419.003700
350000	32	0.085185	1.053486n	430.084500
350000	34	0.074972	1.017843n	445.504800
350000	36	0.066896	0.990721n	457.964400
350000	38	0.067013	0.957304n	473.946800
350000	40	0.066422	0.927489n	489.201400
350000	42	0.065406	0.896390n	506.207500
350000	44	0.064895	0.866154n	523.895800
350000	46	0.066512	0.837171n	541.975600
350000	48	0.065608	0.808625n	561.138800
350000	50	0.067998	0.781564n	580.475600
350000	52	0.069430	0.754811n	600.993600
350000	54	0.066105	0.731245n	620.500900
350000	56	0.066885	0.706976n	641.768800
350000	58	0.069105	0.684540n	662.703900
350000	60	0.069369	0.663238n	683.975100
350000	62	0.070999	0.642788n	705.654900
350000	64	0.070721	0.623029n	728.049800
350000	66	0.069929	0.605651n	748.981600
350000	68	0.066708	0.588703n	770.711400
350000	70	0.066945	0.571242n	794.258800
350000	72	0.066107	0.555255n	817.170800
350000	74	0.067997	0.539223n	841.361000
350000	76	0.064973	0.524643n	864.917200
350000	78	0.064706	0.510439n	888.998000
350000	80	0.054031	0.497265n	913.128800
350000	82	0.052218	0.484599n	937.085800
350000	84	0.051714	0.472748n	960.599300
350000	86	0.051600	0.460956n	985.179800
350000	88	0.051669	0.450590n	1.007840K
350000	90	0.048582	0.439686n	1.032995K
350000	92	0.049022	0.430610n	1.054743K
350000	94	0.048522	0.421118n	1.078550K
350000	96	0.047856	0.412033n	1.102357K
350000	98	0.049718	0.403836n	1.124632K
350000	100	0.050959	0.395271n	1.148930K
350000	102	0.051631	0.387740n	1.171203K
350000	104	0.050766	0.380178n	1.194558K
350000	106	0.054548	0.372956n	1.217447K
350000	108	0.061292	0.365542n	1.241656K
350000	110	0.061098	0.359079n	1.264020K
350000	112	0.062459	0.352534n	1.287382K
350000	114	0.063087	0.346560n	1.309530K
350000	116	0.064645	0.340687n	1.331959K
350000	118	0.066688	0.334843n	1.355030K
350000	120	0.068171	0.329261n	1.377852K
350000	122	0.076374	0.323525n	1.401462K
350000	124	0.073427	0.318553n	1.423655K
350000	126	0.074828	0.313643n	1.445791K
350000	128	0.075985	0.308665n	1.468958K
350000	130	0.100509	0.302621n	1.495181K
350000	132	0.076568	0.299426n	1.514222K
350000	134	0.076058	0.295135n	1.536304K
350000	136	0.075492	0.290804n	1.559256K
350000	138	0.074654	0.286761n	1.581332K
350000	140	0.069097	0.282915n	1.603453K
350000	142	0.068003	0.278970n	1.626254K
350000	144	0.067496	0.275171n	1.648780K
350000	146	0.066233	0.271460n	1.671459K
350000	148	0.065999	0.267825n	1.694165K
350000	150	0.086694	0.263227n	1.721097K
350000	152	0.101495	0.258954n	1.747051K
350000	154	0.115351	0.254758n	1.773120K
350000	156	0.115340	0.251393n	1.796941K
350000	158	0.119909	0.247950n	1.820913K
350000	160	0.142206	0.243121n	1.851646K
350000	162	0.140385	0.240271n	1.874180K
350000	164	0.130175	0.237984n	1.894761K
350000	166	0.117317	0.235992n	1.913749K
350000	168	0.101303	0.233977n	1.933562K
350000	170	0.087715	0.231903n	1.953337K
350000	172	0.076205	0.229633n	1.974502K
350000	174	0.065527	0.227349n	1.995847K
350000	176	0.058157	0.224893n	2.018555K
350000	178	0.051393	0.222521n	2.040826K
350000	180	0.046005	0.220102n	2.063802K
350000	182	0.041639	0.217688n	2.087097K
350000	184	0.038169	0.215373n	2.109811K
350000	186	0.035061	0.212988n	2.133682K
350000	188	0.032527	0.210703n	2.157012K
350000	190	0.030422	0.208434n	2.180633K
350000	192	0.028770	0.206225n	2.204102K
350000	194	0.027064	0.204032n	2.227901K
350000	196	0.025730	0.201936n	2.251101K
350000	198	0.024561	0.199787n	2.275387K
350000	200	0.023556	0.197753n	2.298844K
400000	26	0.126608	1.131543n	348.846700
400000	28	0.126497	1.099876n	358.899900
400000	30	0.129623	1.073097n	367.705100
400000	32	0.095657	1.050361n	377.089200
400000	34	0.083953	1.015256n	390.532300
400000	36	0.074894	0.988542n	401.374600
400000	38	0.075036	0.955227n	415.367700
400000	40	0.074148	0.924430n	429.229800
400000	42	0.073352	0.893275n	444.233900
400000	44	0.072687	0.863207n	459.728300
400000	46	0.074582	0.834321n	475.578600
400000	48	0.073468	0.806975n	491.729700
400000	50	0.076382	0.779871n	508.713500
400000	52	0.078193	0.753138n	526.700800
400000	54	0.074255	0.729738n	543.749900
400000	56	0.075254	0.705501n	562.389100
400000	58	0.077890	0.683092n	580.726100
400000	60	0.078086	0.661818n	599.381100
400000	62	0.079966	0.641361n	618.403900
400000	64	0.079620	0.621675n	638.005400
400000	66	0.078824	0.604333n	656.359200
400000	68	0.075109	0.587524n	675.328600
400000	70	0.075299	0.570097n	695.958200
400000	72	0.074367	0.554164n	716.018500
400000	74	0.076502	0.538107n	737.265400
400000	76	0.073089	0.523622n	757.853600
400000	78	0.072738	0.509459n	778.942600
400000	80	0.060492	0.496493n	799.931200
400000	82	0.058410	0.483875n	820.894700
400000	84	0.057885	0.472056n	841.473200
400000	86	0.057681	0.460252n	863.062200
400000	88	0.057803	0.449921n	882.876300
400000	90	0.054201	0.439044n	904.931500
400000	92	0.054736	0.429979n	923.981500
400000	94	0.054100	0.420496n	944.853400
400000	96	0.053323	0.411441n	965.685100
400000	98	0.055506	0.403219n	985.260400
400000	100	0.056900	0.394607n	1.006686K
400000	102	0.057647	0.387107n	1.026142K
400000	104	0.056651	0.379571n	1.046580K
400000	106	0.060917	0.372301n	1.066747K
400000	108	0.068801	0.364822n	1.088071K
400000	110	0.068320	0.358342n	1.107772K
400000	112	0.070013	0.351822n	1.128173K
400000	114	0.070593	0.345840n	1.147636K
400000	116	0.072429	0.339923n	1.167459K
400000	118	0.074920	0.334099n	1.187615K
400000	120	0.076457	0.328505n	1.207682K
400000	122	0.086026	0.322688n	1.228502K
400000	124	0.082479	0.317761n	1.247919K
400000	126	0.084250	0.312822n	1.267443K
400000	128	0.085681	0.307817n	1.287891K
400000	130	0.113876	0.301351n	1.311892K
400000	132	0.086276	0.298648n	1.327360K
400000	134	0.085734	0.294370n	1.346708K
400000	136	0.085116	0.290069n	1.366763K
400000	138	0.084322	0.286038n	1.386118K
400000	140	0.077833	0.282277n	1.405308K
400000	142	0.076765	0.278346n	1.425285K
400000	144	0.076051	0.274567n	1.444969K
400000	146	0.074878	0.270882n	1.464759K
400000	148	0.074640	0.267274n	1.484563K
400000	150	0.098741	0.262413n	1.508958K
400000	152	0.115241	0.257959n	1.532347K
400000	154	0.130071	0.253587n	1.555922K
400000	156	0.130342	0.250185n	1.576971K
400000	158	0.135969	0.246709n	1.598180K
400000	160	0.160650	0.241484n	1.626810K
400000	162	0.158385	0.238672n	1.646575K
400000	164	0.146947	0.236592n	1.663876K
400000	166	0.132562	0.234837n	1.679599K
400000	168	0.114471	0.233100n	1.695839K
400000	170	0.099253	0.231204n	1.712515K
400000	172	0.086197	0.229089n	1.730395K
400000	174	0.074219	0.226914n	1.748654K
400000	176	0.065727	0.224538n	1.768205K
400000	178	0.058149	0.222224n	1.787451K
400000	180	0.051896	0.219844n	1.807424K
400000	182	0.046991	0.217465n	1.827646K
400000	184	0.043005	0.215177n	1.847405K
400000	186	0.039460	0.212811n	1.868221K
400000	188	0.036627	0.210534n	1.888635K
400000	190	0.034179	0.208283n	1.909211K
400000	192	0.032287	0.206082n	1.929722K
400000	194	0.030318	0.203908n	1.950410K
400000	196	0.028716	0.201809n	1.970795K
400000	198	0.027394	0.199675n	1.991930K
400000	200	0.026297	0.197620n	2.012702K
450000	26	0.140847	1.126271n	310.957500
450000	28	0.140611	1.094576n	319.968800
450000	30	0.144523	1.067785n	327.835400
450000	32	0.106132	1.047104n	335.882100
450000	34	0.092946	1.012681n	347.747100
450000	36	0.082968	0.986369n	357.338500
450000	38	0.083156	0.953085n	369.810700
450000	40	0.082357	0.922261n	382.195700
450000	42	0.081131	0.891390n	395.471600
450000	44	0.080587	0.861375n	409.270400
450000	46	0.082715	0.832474n	423.405800
450000	48	0.081302	0.804199n	438.341100
450000	50	0.084652	0.777126n	453.487800
450000	52	0.086811	0.750436n	469.534200
450000	54	0.082509	0.728221n	484.029000
450000	56	0.083622	0.704011n	500.628200
450000	58	0.086633	0.681542n	517.000800
450000	60	0.086817	0.660338n	533.593300
450000	62	0.088923	0.639898n	550.537000
450000	64	0.088552	0.620265n	567.981400
450000	66	0.087634	0.603014n	584.275700
450000	68	0.083475	0.586295n	601.148900
450000	70	0.083721	0.568897n	619.524500
450000	72	0.082651	0.553021n	637.362500
450000	74	0.085064	0.536959n	656.296300
450000	76	0.081224	0.522584n	674.565600
450000	78	0.080789	0.508444n	693.347200
450000	80	0.067030	0.495705n	711.884400
450000	82	0.064669	0.483166n	730.474100
450000	84	0.064079	0.471347n	748.819600
450000	86	0.063846	0.459562n	768.035500
450000	88	0.063918	0.449245n	785.666000
450000	90	0.059912	0.438414n	805.277500
450000	92	0.060501	0.429366n	822.218700
450000	94	0.059750	0.419891n	840.807000
450000	96	0.058847	0.410851n	859.353800
450000	98	0.061284	0.402614n	876.807700
450000	100	0.062834	0.393996n	895.901700
450000	102	0.063560	0.386492n	913.250000
450000	104	0.062465	0.378980n	931.418200
450000	106	0.067371	0.371670n	949.441900
450000	108	0.076080	0.364091n	968.599600
450000	110	0.075636	0.357645n	986.090800
450000	112	0.077524	0.351110n	1.004300K
450000	114	0.078266	0.345131n	1.021642K
450000	116	0.080390	0.339188n	1.039373K
450000	118	0.083050	0.333352n	1.057336K
450000	120	0.084777	0.327739n	1.075288K
450000	122	0.095443	0.321818n	1.094026K
450000	124	0.091700	0.316924n	1.111315K
450000	126	0.093609	0.311988n	1.128686K
450000	128	0.095150	0.306982n	1.146925K
450000	130	0.126789	0.300036n	1.169408K
450000	132	0.096048	0.297828n	1.182085K
450000	134	0.095399	0.293570n	1.199295K
450000	136	0.094768	0.289285n	1.217138K
450000	138	0.093903	0.285282n	1.234328K
450000	140	0.086587	0.281631n	1.251124K
450000	142	0.085566	0.277708n	1.268930K
450000	144	0.084717	0.273955n	1.286399K
450000	146	0.083376	0.270285n	1.304002K
450000	148	0.083383	0.266688n	1.321617K
450000	150	0.110990	0.261524n	1.344192K
450000	152	0.128941	0.256834n	1.365779K
450000	154	0.144638	0.252288n	1.387362K
450000	156	0.145473	0.248920n	1.406089K
450000	158	0.151250	0.245334n	1.425407K
450000	160	0.178125	0.239743n	1.452340K
450000	162	0.175802	0.236977n	1.469896K
450000	164	0.163405	0.235094n	1.484694K
450000	166	0.147656	0.233599n	1.497810K
450000	168	0.127502	0.232145n	1.511264K
450000	170	0.110597	0.230470n	1.525273K
450000	172	0.095885	0.228502n	1.540698K
450000	174	0.082804	0.226466n	1.556392K
450000	176	0.073285	0.224174n	1.573467K
450000	178	0.064844	0.221918n	1.590387K
450000	180	0.057809	0.219590n	1.607934K
450000	182	0.052323	0.217231n	1.625890K
450000	184	0.047874	0.214978n	1.643292K
450000	186	0.043917	0.212634n	1.661714K
450000	188	0.040728	0.210369n	1.679832K
450000	190	0.037926	0.208132n	1.698071K
450000	192	0.035790	0.205940n	1.716285K
450000	194	0.033576	0.203778n	1.734625K
450000	196	0.031813	0.201681n	1.752762K
450000	198	0.030333	0.199553n	1.771534K
450000	200	0.028995	0.197507n	1.789954K
500000	26	0.155078	1.120681n	280.679800
500000	28	0.154445	1.089004n	288.854600
500000	30	0.159536	1.061888n	296.018300
500000	32	0.116553	1.043716n	302.924300
500000	34	0.101745	1.009887n	313.568700
500000	36	0.091042	0.984078n	322.129200
500000	38	0.091313	0.950939n	333.344500
500000	40	0.090409	0.920165n	344.521500
500000	42	0.089091	0.889438n	356.465600
500000	44	0.088460	0.859455n	368.921000
500000	46	0.090952	0.830595n	381.658100
500000	48	0.089161	0.802460n	395.097800
500000	50	0.093085	0.775321n	408.785900
500000	52	0.095521	0.748615n	423.272200
500000	54	0.090458	0.725619n	436.888600
500000	56	0.091766	0.701464n	451.878100
500000	58	0.095195	0.679017n	466.674000
500000	60	0.095619	0.658806n	480.969100
500000	62	0.097992	0.638368n	496.255000
500000	64	0.097526	0.618777n	511.986800
500000	66	0.096664	0.601605n	526.654400
500000	68	0.091862	0.585034n	541.804300
500000	70	0.092171	0.567646n	558.387400
500000	72	0.090943	0.551827n	574.456500
500000	74	0.093619	0.535766n	591.531200
500000	76	0.089351	0.521480n	607.972200
500000	78	0.088898	0.507386n	624.887500
500000	80	0.073582	0.494902n	641.442200
500000	82	0.070966	0.482394n	658.197800
500000	84	0.070268	0.470612n	674.709300
500000	86	0.070024	0.458875n	691.979800
500000	88	0.070101	0.448564n	707.882900
500000	90	0.065638	0.437787n	725.528900
500000	92	0.066266	0.428727n	740.827900
500000	94	0.065419	0.419298n	757.529700
500000	96	0.064392	0.410275n	774.240500
500000	98	0.067220	0.402019n	790.003300
500000	100	0.068722	0.393381n	807.258000
500000	102	0.069560	0.385871n	822.920600
500000	104	0.068415	0.378374n	839.296300
500000	106	0.073828	0.371025n	855.593000
500000	108	0.083432	0.363362n	872.974100
500000	110	0.082987	0.356928n	888.749400
500000	112	0.084996	0.350362n	905.252600
500000	114	0.085848	0.344402n	920.848200
500000	116	0.088121	0.338442n	936.871900
500000	118	0.091077	0.332595n	953.102700
500000	120	0.093097	0.326963n	969.344400
500000	122	0.105017	0.320891n	986.533000
500000	124	0.100751	0.316072n	1.002004K
500000	126	0.102887	0.311120n	1.017741K
500000	128	0.104649	0.306117n	1.034189K
500000	130	0.139612	0.298649n	1.055568K
500000	132	0.105781	0.296985n	1.065860K
500000	134	0.105237	0.292736n	1.081397K
500000	136	0.104389	0.288472n	1.097468K
500000	138	0.103267	0.284495n	1.112936K
500000	140	0.095451	0.280938n	1.127906K
500000	142	0.094083	0.277050n	1.143867K
500000	144	0.093220	0.273314n	1.159592K
500000	146	0.091960	0.269678n	1.175389K
500000	148	0.091999	0.266077n	1.191288K
500000	150	0.122737	0.260581n	1.212485K
500000	152	0.141687	0.255682n	1.232574K
500000	154	0.159593	0.250912n	1.252740K
500000	156	0.160710	0.247497n	1.269837K
500000	158	0.168012	0.243843n	1.287587K
500000	160	0.195578	0.237919n	1.313088K
500000	162	0.192983	0.235184n	1.328933K
500000	164	0.179503	0.233537n	1.341559K
500000	166	0.162245	0.232279n	1.352670K
500000	168	0.140374	0.231133n	1.363790K
500000	170	0.121668	0.229675n	1.375738K
500000	172	0.105485	0.227924n	1.388869K
500000	174	0.091238	0.225988n	1.402682K
500000	176	0.080812	0.223777n	1.417820K
500000	178	0.071485	0.221594n	1.432797K
500000	180	0.063728	0.219323n	1.448387K
500000	182	0.057682	0.216990n	1.464499K
500000	184	0.052778	0.214775n	1.480004K
500000	186	0.048400	0.212453n	1.496510K
500000	188	0.044777	0.210207n	1.512754K
500000	190	0.041713	0.207978n	1.529162K
500000	192	0.039336	0.205802n	1.545486K
500000	194	0.036858	0.203641n	1.562030K
500000	196	0.034872	0.201559n	1.578278K
500000	198	0.033257	0.199441n	1.595130K
500000	200	0.031763	0.197392n	1.611763K
550000	26	0.169259	1.114692n	255.956500
550000	28	0.168059	1.083094n	263.456200
550000	30	0.174499	1.055703n	270.029700
550000	32	0.127076	1.040154n	275.979800
550000	34	0.110929	1.007157n	285.561200
550000	36	0.099289	0.981756n	293.310200
550000	38	0.099442	0.948631n	303.544800
550000	40	0.098489	0.918010n	313.700500
550000	42	0.097010	0.887320n	324.594600
550000	44	0.096459	0.857545n	335.884100
550000	46	0.099155	0.828570n	347.539000
550000	48	0.097159	0.800605n	359.746800
550000	50	0.101493	0.773449n	372.220700
550000	52	0.104255	0.746733n	385.432200
550000	54	0.098642	0.723918n	397.798700
550000	56	0.100152	0.699790n	411.454200
550000	58	0.104083	0.677309n	424.949900
550000	60	0.104276	0.656226n	438.589800
550000	62	0.106711	0.635829n	452.540400
550000	64	0.106163	0.616343n	466.874100
550000	66	0.105918	0.600050n	479.573600
550000	68	0.100269	0.583639n	493.333900
550000	70	0.100667	0.566408n	508.320300
550000	72	0.099286	0.550611n	522.978300
550000	74	0.102292	0.534523n	538.556800
550000	76	0.097647	0.520347n	553.483500
550000	78	0.097096	0.506278n	568.896500
550000	80	0.080147	0.494086n	583.800200
550000	82	0.077334	0.481632n	599.027700
550000	84	0.076534	0.469891n	614.034200
550000	86	0.076235	0.458146n	629.787800
550000	88	0.076274	0.447875n	644.228500
550000	90	0.071339	0.437153n	660.267800
550000	92	0.072065	0.428122n	674.162000
550000	94	0.071083	0.418671n	689.430500
550000	96	0.069900	0.409687n	704.600700
550000	98	0.073020	0.401407n	718.982200
550000	100	0.074759	0.392781n	734.678900
550000	102	0.075585	0.385262n	748.967300
550000	104	0.074336	0.377788n	763.858400
550000	106	0.080285	0.370371n	778.804700
550000	108	0.090897	0.362637n	794.694200
550000	110	0.090292	0.356212n	809.073600
550000	112	0.092433	0.349618n	824.165300
550000	114	0.093392	0.343649n	838.409500
550000	116	0.096017	0.337679n	853.027100
550000	118	0.099131	0.331809n	867.855100
550000	120	0.101405	0.326156n	882.705100
550000	122	0.114469	0.319960n	898.531700
550000	124	0.109949	0.315199n	912.577100
550000	126	0.112264	0.310235n	926.940500
550000	128	0.114291	0.305219n	941.958300
550000	130	0.152477	0.297234n	962.430500
550000	132	0.115260	0.296090n	970.881500
550000	134	0.114888	0.291859n	985.008300
550000	136	0.113892	0.287649n	999.535300
550000	138	0.112658	0.283693n	1.013610K
550000	140	0.104259	0.280211n	1.027125K
550000	142	0.102628	0.276360n	1.041606K
550000	144	0.101867	0.272649n	1.055884K
550000	146	0.100026	0.269031n	1.070235K
550000	148	0.100584	0.265433n	1.084716K
550000	150	0.134775	0.259535n	1.105007K
550000	152	0.155293	0.254468n	1.123780K
550000	154	0.174075	0.249453n	1.142848K
550000	156	0.175372	0.246010n	1.158577K
550000	158	0.183325	0.242162n	1.175390K
550000	160	0.212638	0.235966n	1.199557K
550000	162	0.209758	0.233339n	1.213769K
550000	164	0.195038	0.231886n	1.224816K
550000	166	0.176419	0.230903n	1.234121K
550000	168	0.152893	0.230049n	1.243395K
550000	170	0.132728	0.228848n	1.253472K
550000	172	0.115306	0.227249n	1.265001K
550000	174	0.099644	0.225466n	1.277111K
550000	176	0.088225	0.223360n	1.290517K
550000	178	0.078037	0.221251n	1.303919K
550000	180	0.069575	0.219026n	1.317986K
